seq,timestamp,rtt_ms,jitter_ms,status
96,2026-08-07T22:34:55.251,3.3722,0.0044,OK
97,2026-08-07T22:34:55.496,3.6741,0.3019,OK
98,2026-08-07T22:34:55.754,3.6425,0.0316,OK
99,2026-08-07T22:34:56.004,3.4013,0.2412,OK
100,2026-08-07T22:34:56.253,3.4344,0.0331,OK
101,2026-08-07T22:34:56.498,3.7154,0.281,OK
102,2026-08-07T22:34:56.746,3.4735,0.2419,OK
103,2026-08-07T22:34:57.001,3.4312,0.0423,OK
104,2026-08-07T22:34:57.244,3.247,0.1842,OK
105,2026-08-07T22:34:57.501,3.3909,0.1439,OK
106,2026-08-07T22:34:57.753,3.4742,0.0833,OK
107,2026-08-07T22:34:58.006,3.3682,0.106,OK
108,2026-08-07T22:34:58.249,3.1206,0.2476,OK
109,2026-08-07T22:34:58.500,3.2863,0.1657,OK
110,2026-08-07T22:34:58.744,3.523,0.2367,OK
111,2026-08-07T22:34:58.996,3.5165,0.0065,OK
112,2026-08-07T22:34:59.244,3.4643,0.0522,OK
113,2026-08-07T22:34:59.500,3.401,0.0633,OK
114,2026-08-07T22:34:59.743,3.548,0.147,OK
115,2026-08-07T22:34:59.993,3.8738,0.3258,OK
116,2026-08-07T22:35:00.252,4.8923,1.0185,OK
117,2026-08-07T22:35:00.494,3.549,1.3433,OK
118,2026-08-07T22:35:00.757,3.6457,0.0967,OK
119,2026-08-07T22:35:00.999,3.2102,0.4355,OK
120,2026-08-07T22:35:01.258,3.6822,0.472,OK
121,2026-08-07T22:35:01.502,3.5614,0.1208,OK
122,2026-08-07T22:35:01.759,3.6475,0.0861,OK
123,2026-08-07T22:35:02.008,4.0417,0.3942,OK
124,2026-08-07T22:35:02.246,4.1571,0.1154,OK
125,2026-08-07T22:35:02.500,3.6863,0.4708,OK
126,2026-08-07T22:35:02.751,3.7421,0.0558,OK
127,2026-08-07T22:35:02.995,4.0558,0.3137,OK
128,2026-08-07T22:35:03.247,4.0298,0.026,OK
129,2026-08-07T22:35:03.502,4.2595,0.2297,OK
130,2026-08-07T22:35:03.752,4.2125,0.047,OK
131,2026-08-07T22:35:04.004,3.7774,0.4351,OK
132,2026-08-07T22:35:04.255,4.1871,0.4097,OK
133,2026-08-07T22:35:04.497,4.2845,0.0974,OK
134,2026-08-07T22:35:04.744,4.1541,0.1304,OK
135,2026-08-07T22:35:04.995,4.007,0.1471,OK
136,2026-08-07T22:35:05.247,3.3255,0.6815,OK
137,2026-08-07T22:35:05.499,4.1123,0.7868,OK
138,2026-08-07T22:35:05.749,3.8835,0.2288,OK
139,2026-08-07T22:35:05.995,3.8378,0.0457,OK
140,2026-08-07T22:35:06.251,3.718,0.1198,OK
141,2026-08-07T22:35:06.500,3.768,0.05,OK
142,2026-08-07T22:35:06.746,4.6025,0.8345,OK
143,2026-08-07T22:35:06.995,3.6835,0.919,OK
144,2026-08-07T22:35:07.247,4.3869,0.7034,OK
145,2026-08-07T22:35:07.497,4.3344,0.0525,OK
146,2026-08-07T22:35:07.746,4.3002,0.0342,OK
147,2026-08-07T22:35:07.996,4.1503,0.1499,OK
148,2026-08-07T22:35:08.247,3.5282,0.6221,OK
149,2026-08-07T22:35:08.495,3.7219,0.1937,OK
150,2026-08-07T22:35:08.747,3.5155,0.2064,OK
151,2026-08-07T22:35:08.996,3.2377,0.2778,OK
152,2026-08-07T22:35:09.246,3.1991,0.0386,OK
153,2026-08-07T22:35:09.495,3.6656,0.4665,OK
154,2026-08-07T22:35:09.752,7.7437,4.0781,OK
155,2026-08-07T22:35:09.997,3.393,4.3507,OK
156,2026-08-07T22:35:10.245,3.5932,0.2002,OK
157,2026-08-07T22:35:10.495,3.9017,0.3085,OK
158,2026-08-07T22:35:10.746,3.5855,0.3162,OK
159,2026-08-07T22:35:10.996,4.0208,0.4353,OK
160,2026-08-07T22:35:11.248,4.5787,0.5579,OK
161,2026-08-07T22:35:11.505,3.1434,1.4353,OK
162,2026-08-07T22:35:11.757,3.3826,0.2392,OK
163,2026-08-07T22:35:11.997,3.4188,0.0362,OK
164,2026-08-07T22:35:12.251,3.4425,0.0237,OK
165,2026-08-07T22:35:12.502,3.4918,0.0493,OK
166,2026-08-07T22:35:12.744,3.7285,0.2367,OK
167,2026-08-07T22:35:12.996,3.6695,0.059,OK
168,2026-08-07T22:35:13.245,3.4082,0.2613,OK
169,2026-08-07T22:35:13.496,3.9355,0.5273,OK
170,2026-08-07T22:35:13.745,3.3635,0.572,OK
171,2026-08-07T22:35:13.997,3.9501,0.5866,OK
172,2026-08-07T22:35:14.246,3.9932,0.0431,OK
173,2026-08-07T22:35:14.497,3.8657,0.1275,OK
174,2026-08-07T22:35:14.748,3.787,0.0787,OK
175,2026-08-07T22:35:14.990,3.5235,0.2635,OK
176,2026-08-07T22:35:15.249,3.194,0.3295,OK
177,2026-08-07T22:35:15.497,3.3759,0.1819,OK
178,2026-08-07T22:35:15.745,3.9811,0.6052,OK
179,2026-08-07T22:35:15.998,4.0726,0.0915,OK
180,2026-08-07T22:35:16.247,3.7728,0.2998,OK
181,2026-08-07T22:35:16.497,3.7896,0.0168,OK
182,2026-08-07T22:35:16.746,3.3362,0.4534,OK
183,2026-08-07T22:35:16.997,3.3992,0.063,OK
184,2026-08-07T22:35:17.246,3.7098,0.3106,OK
185,2026-08-07T22:35:17.495,3.9388,0.229,OK
186,2026-08-07T22:35:17.748,4.1671,0.2283,OK
187,2026-08-07T22:35:17.997,3.6223,0.5448,OK
188,2026-08-07T22:35:18.241,3.746,0.1237,OK
189,2026-08-07T22:35:18.498,3.8055,0.0595,OK
190,2026-08-07T22:35:18.739,2.2859,1.5196,OK
191,2026-08-07T22:35:18.997,3.1712,0.8853,OK
192,2026-08-07T22:35:19.241,3.5544,0.3832,OK
193,2026-08-07T22:35:19.491,3.3671,0.1873,OK
194,2026-08-07T22:35:19.748,3.8007,0.4336,OK
195,2026-08-07T22:35:19.990,3.439,0.3617,OK
196,2026-08-07T22:35:20.241,3.4031,0.0359,OK
197,2026-08-07T22:35:20.497,3.1333,0.2698,OK
198,2026-08-07T22:35:20.755,4.1592,1.0259,OK
199,2026-08-07T22:35:20.991,3.4328,0.7264,OK
200,2026-08-07T22:35:21.240,3.3525,0.0803,OK
201,2026-08-07T22:35:21.509,3.5966,0.2441,OK
202,2026-08-07T22:35:21.757,2.8427,0.7539,OK
203,2026-08-07T22:35:21.993,4.5253,1.6826,OK
204,2026-08-07T22:35:22.253,3.2935,1.2318,OK
205,2026-08-07T22:35:22.503,3.2799,0.0136,OK
206,2026-08-07T22:35:22.752,3.4709,0.191,OK
207,2026-08-07T22:35:23.002,3.4568,0.0141,OK
208,2026-08-07T22:35:23.253,3.4692,0.0124,OK
209,2026-08-07T22:35:23.503,3.5376,0.0684,OK
210,2026-08-07T22:35:23.753,3.3,0.2376,OK
211,2026-08-07T22:35:24.003,3.2188,0.0812,OK
212,2026-08-07T22:35:24.253,3.5898,0.371,OK
213,2026-08-07T22:35:24.503,3.2441,0.3457,OK
214,2026-08-07T22:35:24.754,3.8295,0.5854,OK
215,2026-08-07T22:35:25.004,3.6132,0.2163,OK
216,2026-08-07T22:35:25.253,3.5196,0.0936,OK
217,2026-08-07T22:35:25.503,3.2375,0.2821,OK
218,2026-08-07T22:35:25.754,3.71,0.4725,OK
219,2026-08-07T22:35:26.003,3.7114,0.0014,OK
220,2026-08-07T22:35:26.254,3.3222,0.3892,OK
221,2026-08-07T22:35:26.503,3.8584,0.5362,OK
222,2026-08-07T22:35:26.755,3.8009,0.0575,OK
223,2026-08-07T22:35:27.003,3.3948,0.4061,OK
224,2026-08-07T22:35:27.253,3.7864,0.3916,OK
225,2026-08-07T22:35:27.503,3.6904,0.096,OK
226,2026-08-07T22:35:27.754,3.5996,0.0908,OK
227,2026-08-07T22:35:28.004,3.6818,0.0822,OK
228,2026-08-07T22:35:28.254,3.4155,0.2663,OK
229,2026-08-07T22:35:28.502,3.3309,0.0846,OK
230,2026-08-07T22:35:28.752,3.2001,0.1308,OK
231,2026-08-07T22:35:28.993,3.4948,0.2947,OK
232,2026-08-07T22:35:29.256,3.6278,0.133,OK
233,2026-08-07T22:35:29.504,3.8877,0.2599,OK
234,2026-08-07T22:35:29.754,3.6756,0.2121,OK
235,2026-08-07T22:35:30.004,3.4612,0.2144,OK
236,2026-08-07T22:35:30.254,3.748,0.2868,OK
237,2026-08-07T22:35:30.502,3.715,0.033,OK
238,2026-08-07T22:35:30.753,3.6941,0.0209,OK
239,2026-08-07T22:35:31.004,3.7204,0.0263,OK
240,2026-08-07T22:35:31.254,3.5377,0.1827,OK
241,2026-08-07T22:35:31.501,1.4925,2.0452,OK
242,2026-08-07T22:35:31.754,3.3899,1.8974,OK
243,2026-08-07T22:35:31.995,3.3221,0.0678,OK
244,2026-08-07T22:35:32.245,3.2274,0.0947,OK
245,2026-08-07T22:35:32.496,1.8308,1.3966,OK
246,2026-08-07T22:35:32.749,3.5099,1.6791,OK
247,2026-08-07T22:35:33.004,3.5082,0.0017,OK
248,2026-08-07T22:35:33.257,3.3146,0.1936,OK
249,2026-08-07T22:35:33.495,3.6124,0.2978,OK
250,2026-08-07T22:35:33.745,3.594,0.0184,OK
251,2026-08-07T22:35:33.997,3.7611,0.1671,OK
252,2026-08-07T22:35:34.247,3.7013,0.0598,OK
253,2026-08-07T22:35:34.497,3.7571,0.0558,OK
254,2026-08-07T22:35:34.749,3.5677,0.1894,OK
255,2026-08-07T22:35:34.998,3.6571,0.0894,OK
256,2026-08-07T22:35:35.248,3.6351,0.022,OK
257,2026-08-07T22:35:35.498,3.6745,0.0394,OK
258,2026-08-07T22:35:35.752,3.917,0.2425,OK
259,2026-08-07T22:35:36.000,3.5319,0.3851,OK
260,2026-08-07T22:35:36.248,3.6666,0.1347,OK
261,2026-08-07T22:35:36.502,3.7081,0.0415,OK
262,2026-08-07T22:35:36.754,4.0663,0.3582,OK
263,2026-08-07T22:35:37.006,4.0217,0.0446,OK
264,2026-08-07T22:35:37.258,3.4693,0.5524,OK
265,2026-08-07T22:35:37.507,3.4972,0.0279,OK
266,2026-08-07T22:35:37.757,3.2028,0.2944,OK
267,2026-08-07T22:35:38.007,3.3726,0.1698,OK
268,2026-08-07T22:35:38.258,3.6082,0.2356,OK
269,2026-08-07T22:35:38.510,3.4947,0.1135,OK
270,2026-08-07T22:35:38.756,3.3942,0.1005,OK
271,2026-08-07T22:35:39.006,3.6817,0.2875,OK
272,2026-08-07T22:35:39.256,3.6159,0.0658,OK
273,2026-08-07T22:35:39.505,3.4499,0.166,OK
274,2026-08-07T22:35:39.757,3.5876,0.1377,OK
275,2026-08-07T22:35:40.007,3.3723,0.2153,OK
276,2026-08-07T22:35:40.254,3.3142,0.0581,OK
277,2026-08-07T22:35:40.504,2.9439,0.3703,OK
278,2026-08-07T22:35:40.756,3.5523,0.6084,OK
279,2026-08-07T22:35:41.006,3.3951,0.1572,OK
280,2026-08-07T22:35:41.254,3.9999,0.6048,OK
281,2026-08-07T22:35:41.504,3.4468,0.5531,OK
282,2026-08-07T22:35:41.755,3.3456,0.1012,OK
283,2026-08-07T22:35:42.006,3.2245,0.1211,OK
284,2026-08-07T22:35:42.255,3.3772,0.1527,OK
285,2026-08-07T22:35:42.502,3.3064,0.0708,OK
286,2026-08-07T22:35:42.753,3.1567,0.1497,OK
287,2026-08-07T22:35:43.004,3.2779,0.1212,OK
288,2026-08-07T22:35:43.252,3.8343,0.5564,OK
289,2026-08-07T22:35:43.495,3.7224,0.1119,OK
290,2026-08-07T22:35:43.746,4.3553,0.6329,OK
291,2026-08-07T22:35:43.996,3.4281,0.9272,OK
292,2026-08-07T22:35:44.247,3.5562,0.1281,OK
293,2026-08-07T22:35:44.496,3.5425,0.0137,OK
294,2026-08-07T22:35:44.747,3.9303,0.3878,OK
295,2026-08-07T22:35:44.994,4.1461,0.2158,OK
296,2026-08-07T22:35:45.255,3.3933,0.7528,OK
297,2026-08-07T22:35:45.504,3.866,0.4727,OK
298,2026-08-07T22:35:45.752,3.6034,0.2626,OK
299,2026-08-07T22:35:45.994,3.2359,0.3675,OK
300,2026-08-07T22:35:46.254,3.2154,0.0205,OK
301,2026-08-07T22:35:46.501,1.5774,1.638,OK
302,2026-08-07T22:35:46.753,4.1408,2.5634,OK
303,2026-08-07T22:35:47.003,2.6949,1.4459,OK
304,2026-08-07T22:35:47.252,3.088,0.3931,OK
305,2026-08-07T22:35:47.502,3.4876,0.3996,OK
306,2026-08-07T22:35:47.751,3.1219,0.3657,OK
307,2026-08-07T22:35:48.002,3.4383,0.3164,OK
308,2026-08-07T22:35:48.252,3.5855,0.1472,OK
309,2026-08-07T22:35:48.494,3.6607,0.0752,OK
310,2026-08-07T22:35:48.754,3.5932,0.0675,OK
311,2026-08-07T22:35:49.002,3.3874,0.2058,OK
312,2026-08-07T22:35:49.243,3.0937,0.2937,OK
313,2026-08-07T22:35:49.505,3.3331,0.2394,OK
314,2026-08-07T22:35:49.753,3.2196,0.1135,OK
315,2026-08-07T22:35:50.004,3.3665,0.1469,OK
316,2026-08-07T22:35:50.252,3.7466,0.3801,OK
317,2026-08-07T22:35:50.505,4.3158,0.5692,OK
318,2026-08-07T22:35:50.757,3.4309,0.8849,OK
319,2026-08-07T22:35:50.994,3.3928,0.0381,OK
320,2026-08-07T22:35:51.249,3.1814,0.2114,OK
321,2026-08-07T22:35:51.501,3.3527,0.1713,OK
322,2026-08-07T22:35:51.751,3.4533,0.1006,OK
323,2026-08-07T22:35:52.000,3.378,0.0753,OK
324,2026-08-07T22:35:52.252,3.5533,0.1753,OK
325,2026-08-07T22:35:52.505,3.4554,0.0979,OK
326,2026-08-07T22:35:52.754,3.201,0.2544,OK
327,2026-08-07T22:35:53.006,3.5016,0.3006,OK
328,2026-08-07T22:35:53.258,3.55,0.0484,OK
329,2026-08-07T22:35:53.507,3.3102,0.2398,OK
330,2026-08-07T22:35:53.756,3.2601,0.0501,OK
331,2026-08-07T22:35:54.006,3.6127,0.3526,OK
332,2026-08-07T22:35:54.258,3.3014,0.3113,OK
333,2026-08-07T22:35:54.506,3.2447,0.0567,OK
334,2026-08-07T22:35:54.757,3.3513,0.1066,OK
335,2026-08-07T22:35:55.006,3.4066,0.0553,OK
336,2026-08-07T22:35:55.256,3.2066,0.2,OK
337,2026-08-07T22:35:55.504,3.3899,0.1833,OK
338,2026-08-07T22:35:55.754,3.5183,0.1284,OK
339,2026-08-07T22:35:56.002,3.3098,0.2085,OK
340,2026-08-07T22:35:56.251,3.2291,0.0807,OK
341,2026-08-07T22:35:56.504,3.3334,0.1043,OK
342,2026-08-07T22:35:56.754,3.2481,0.0853,OK
343,2026-08-07T22:35:57.001,3.1634,0.0847,OK
344,2026-08-07T22:35:57.254,3.3137,0.1503,OK
345,2026-08-07T22:35:57.503,3.142,0.1717,OK
346,2026-08-07T22:35:57.751,3.4206,0.2786,OK
347,2026-08-07T22:35:58.004,3.2364,0.1842,OK
348,2026-08-07T22:35:58.251,3.3517,0.1153,OK
349,2026-08-07T22:35:58.501,3.2458,0.1059,OK
350,2026-08-07T22:35:58.751,3.9963,0.7505,OK
351,2026-08-07T22:35:59.001,3.4181,0.5782,OK
352,2026-08-07T22:35:59.251,3.2772,0.1409,OK
353,2026-08-07T22:35:59.501,3.4271,0.1499,OK
354,2026-08-07T22:35:59.751,3.4669,0.0398,OK
355,2026-08-07T22:35:59.998,3.4131,0.0538,OK
356,2026-08-07T22:36:00.253,3.4138,0.0007,OK
357,2026-08-07T22:36:00.505,3.3218,0.092,OK
358,2026-08-07T22:36:00.758,3.0954,0.2264,OK
359,2026-08-07T22:36:01.008,3.1907,0.0953,OK
360,2026-08-07T22:36:01.260,3.3103,0.1196,OK
361,2026-08-07T22:36:01.495,3.3162,0.0059,OK
362,2026-08-07T22:36:01.760,3.3786,0.0624,OK
363,2026-08-07T22:36:01.994,3.5261,0.1475,OK
364,2026-08-07T22:36:02.245,3.2103,0.3158,OK
365,2026-08-07T22:36:02.496,3.5689,0.3586,OK
366,2026-08-07T22:36:02.745,4.0487,0.4798,OK
367,2026-08-07T22:36:02.997,3.4922,0.5565,OK
368,2026-08-07T22:36:03.251,3.3835,0.1087,OK
369,2026-08-07T22:36:03.505,3.4296,0.0461,OK
370,2026-08-07T22:36:03.760,3.8956,0.466,OK
371,2026-08-07T22:36:03.995,3.4036,0.492,OK
372,2026-08-07T22:36:04.245,3.7246,0.321,OK
373,2026-08-07T22:36:04.497,3.3543,0.3703,OK
374,2026-08-07T22:36:04.751,3.4256,0.0713,OK
375,2026-08-07T22:36:05.001,3.1987,0.2269,OK
376,2026-08-07T22:36:05.252,3.1522,0.0465,OK
377,2026-08-07T22:36:05.504,3.0622,0.09,OK
378,2026-08-07T22:36:05.753,3.2907,0.2285,OK
379,2026-08-07T22:36:06.004,3.5134,0.2227,OK
380,2026-08-07T22:36:06.253,3.3004,0.213,OK
381,2026-08-07T22:36:06.502,3.5604,0.26,OK
382,2026-08-07T22:36:06.752,3.7259,0.1655,OK
383,2026-08-07T22:36:07.002,3.5343,0.1916,OK
384,2026-08-07T22:36:07.253,3.3484,0.1859,OK
385,2026-08-07T22:36:07.505,3.3367,0.0117,OK
386,2026-08-07T22:36:07.756,3.2579,0.0788,OK
387,2026-08-07T22:36:08.006,3.4733,0.2154,OK
388,2026-08-07T22:36:08.257,3.4887,0.0154,OK
389,2026-08-07T22:36:08.506,3.6076,0.1189,OK
390,2026-08-07T22:36:08.758,3.331,0.2766,OK
391,2026-08-07T22:36:09.008,3.388,0.057,OK
392,2026-08-07T22:36:09.256,3.3405,0.0475,OK
393,2026-08-07T22:36:09.496,3.4024,0.0619,OK
394,2026-08-07T22:36:09.750,3.6428,0.2404,OK
395,2026-08-07T22:36:10.002,3.3195,0.3233,OK
396,2026-08-07T22:36:10.253,3.203,0.1165,OK
397,2026-08-07T22:36:10.507,3.399,0.196,OK
398,2026-08-07T22:36:10.756,3.2425,0.1565,OK
399,2026-08-07T22:36:11.006,3.3391,0.0966,OK
400,2026-08-07T22:36:11.243,3.1334,0.2057,OK
401,2026-08-07T22:36:11.493,3.2343,0.1009,OK
402,2026-08-07T22:36:11.745,3.3647,0.1304,OK
403,2026-08-07T22:36:11.999,3.317,0.0477,OK
404,2026-08-07T22:36:12.251,3.426,0.109,OK
405,2026-08-07T22:36:12.504,3.5333,0.1073,OK
406,2026-08-07T22:36:12.756,3.554,0.0207,OK
407,2026-08-07T22:36:13.010,3.2743,0.2797,OK
408,2026-08-07T22:36:13.244,3.3184,0.0441,OK
409,2026-08-07T22:36:13.507,3.2179,0.1005,OK
410,2026-08-07T22:36:13.745,3.2311,0.0132,OK
411,2026-08-07T22:36:13.997,3.3471,0.116,OK
412,2026-08-07T22:36:14.250,3.4077,0.0606,OK
413,2026-08-07T22:36:14.499,3.0265,0.3812,OK
414,2026-08-07T22:36:14.751,3.3665,0.34,OK
415,2026-08-07T22:36:15.002,3.3012,0.0653,OK
416,2026-08-07T22:36:15.254,3.4099,0.1087,OK
417,2026-08-07T22:36:15.507,3.3208,0.0891,OK
418,2026-08-07T22:36:15.757,3.5352,0.2144,OK
419,2026-08-07T22:36:16.005,3.7041,0.1689,OK
420,2026-08-07T22:36:16.257,3.3293,0.3748,OK
421,2026-08-07T22:36:16.506,3.3066,0.0227,OK
422,2026-08-07T22:36:16.757,3.5413,0.2347,OK
423,2026-08-07T22:36:17.010,3.6815,0.1402,OK
424,2026-08-07T22:36:17.246,3.2495,0.432,OK
425,2026-08-07T22:36:17.498,3.1829,0.0666,OK
426,2026-08-07T22:36:17.748,3.266,0.0831,OK
427,2026-08-07T22:36:17.997,3.1205,0.1455,OK
428,2026-08-07T22:36:18.248,3.4948,0.3743,OK
429,2026-08-07T22:36:18.500,3.4302,0.0646,OK
430,2026-08-07T22:36:18.750,3.756,0.3258,OK
431,2026-08-07T22:36:19.001,3.452,0.304,OK
432,2026-08-07T22:36:19.254,3.2308,0.2212,OK
433,2026-08-07T22:36:19.505,3.518,0.2872,OK
434,2026-08-07T22:36:19.755,3.6098,0.0918,OK
435,2026-08-07T22:36:20.006,3.7027,0.0929,OK
436,2026-08-07T22:36:20.257,3.4211,0.2816,OK
437,2026-08-07T22:36:20.507,3.3332,0.0879,OK
438,2026-08-07T22:36:20.758,3.5036,0.1704,OK
439,2026-08-07T22:36:21.008,3.6309,0.1273,OK
440,2026-08-07T22:36:21.257,3.3061,0.3248,OK
441,2026-08-07T22:36:21.507,3.2954,0.0107,OK
442,2026-08-07T22:36:21.757,3.5911,0.2957,OK
443,2026-08-07T22:36:22.005,3.31,0.2811,OK
444,2026-08-07T22:36:22.257,3.4921,0.1821,OK
445,2026-08-07T22:36:22.510,3.39,0.1021,OK
446,2026-08-07T22:36:22.758,3.1622,0.2278,OK
447,2026-08-07T22:36:23.009,3.2781,0.1159,OK
448,2026-08-07T22:36:23.260,3.4696,0.1915,OK
449,2026-08-07T22:36:23.495,3.3966,0.073,OK
450,2026-08-07T22:36:23.746,3.154,0.2426,OK
451,2026-08-07T22:36:23.997,3.2305,0.0765,OK
452,2026-08-07T22:36:24.248,3.1968,0.0337,OK
453,2026-08-07T22:36:24.497,3.3547,0.1579,OK
454,2026-08-07T22:36:24.747,3.4168,0.0621,OK
455,2026-08-07T22:36:24.997,3.494,0.0772,OK
456,2026-08-07T22:36:25.246,3.3039,0.1901,OK
457,2026-08-07T22:36:25.496,3.1993,0.1046,OK
458,2026-08-07T22:36:25.747,3.3648,0.1655,OK
459,2026-08-07T22:36:25.999,3.2326,0.1322,OK
460,2026-08-07T22:36:26.251,3.3942,0.1616,OK
461,2026-08-07T22:36:26.505,3.5032,0.109,OK
462,2026-08-07T22:36:26.755,3.2511,0.2521,OK
463,2026-08-07T22:36:27.004,3.251,0.0001,OK
464,2026-08-07T22:36:27.254,3.3845,0.1335,OK
465,2026-08-07T22:36:27.502,3.3722,0.0123,OK
466,2026-08-07T22:36:27.754,3.3775,0.0053,OK
467,2026-08-07T22:36:28.007,3.3119,0.0656,OK
468,2026-08-07T22:36:28.256,3.3498,0.0379,OK
