seq,timestamp,rtt_ms,jitter_ms,status
1,2026-08-07T22:49:29.665,3.8692,,OK
2,2026-08-07T22:49:29.921,3.7485,0.1207,OK
3,2026-08-07T22:49:30.171,3.4202,0.3283,OK
4,2026-08-07T22:49:30.424,4.133,0.7128,OK
5,2026-08-07T22:49:30.676,3.9375,0.1955,OK
6,2026-08-07T22:49:30.927,3.6413,0.2962,OK
7,2026-08-07T22:49:31.177,3.5609,0.0804,OK
8,2026-08-07T22:49:31.429,3.5878,0.0269,OK
9,2026-08-07T22:49:31.681,3.4188,0.169,OK
10,2026-08-07T22:49:31.920,3.4083,0.0105,OK
11,2026-08-07T22:49:32.170,3.4085,0.0002,OK
12,2026-08-07T22:49:32.420,3.4385,0.03,OK
13,2026-08-07T22:49:32.669,3.3108,0.1277,OK
14,2026-08-07T22:49:32.920,3.682,0.3712,OK
15,2026-08-07T22:49:33.171,3.3631,0.3189,OK
16,2026-08-07T22:49:33.423,3.6644,0.3013,OK
17,2026-08-07T22:49:33.673,3.256,0.4084,OK
18,2026-08-07T22:49:33.926,3.5155,0.2595,OK
19,2026-08-07T22:49:34.179,3.6574,0.1419,OK
20,2026-08-07T22:49:34.430,3.5347,0.1227,OK
21,2026-08-07T22:49:34.666,3.361,0.1737,OK
22,2026-08-07T22:49:34.929,3.6614,0.3004,OK
23,2026-08-07T22:49:35.181,3.8039,0.1425,OK
24,2026-08-07T22:49:35.415,3.3167,0.4872,OK
25,2026-08-07T22:49:35.666,3.4197,0.103,OK
26,2026-08-07T22:49:35.917,2.3884,1.0313,OK
27,2026-08-07T22:49:36.170,3.6937,1.3053,OK
28,2026-08-07T22:49:36.420,3.6294,0.0643,OK
29,2026-08-07T22:49:36.670,3.4122,0.2172,OK
30,2026-08-07T22:49:36.923,4.2212,0.809,OK
31,2026-08-07T22:49:37.172,3.9464,0.2748,OK
32,2026-08-07T22:49:37.423,3.7747,0.1717,OK
33,2026-08-07T22:49:37.673,3.4922,0.2825,OK
34,2026-08-07T22:49:37.924,3.8088,0.3166,OK
35,2026-08-07T22:49:38.175,3.7395,0.0693,OK
36,2026-08-07T22:49:38.424,3.361,0.3785,OK
37,2026-08-07T22:49:38.675,3.4607,0.0997,OK
38,2026-08-07T22:49:38.927,3.4837,0.023,OK
39,2026-08-07T22:49:39.179,3.3097,0.174,OK
40,2026-08-07T22:49:39.427,3.324,0.0143,OK
41,2026-08-07T22:49:39.677,3.2601,0.0639,OK
42,2026-08-07T22:49:39.925,3.2161,0.044,OK
43,2026-08-07T22:49:40.175,3.3942,0.1781,OK
44,2026-08-07T22:49:40.426,3.3043,0.0899,OK
45,2026-08-07T22:49:40.677,3.4948,0.1905,OK
46,2026-08-07T22:49:40.930,3.4269,0.0679,OK
47,2026-08-07T22:49:41.179,3.414,0.0129,OK
48,2026-08-07T22:49:41.428,3.2353,0.1787,OK
49,2026-08-07T22:49:41.679,3.3152,0.0799,OK
50,2026-08-07T22:49:41.916,3.3758,0.0606,OK
51,2026-08-07T22:49:42.166,3.5296,0.1538,OK
52,2026-08-07T22:49:42.417,3.8136,0.284,OK
53,2026-08-07T22:49:42.680,3.5198,0.2938,OK
54,2026-08-07T22:49:42.929,3.6588,0.139,OK
55,2026-08-07T22:49:43.180,3.6386,0.0202,OK
56,2026-08-07T22:49:43.430,3.6616,0.023,OK
57,2026-08-07T22:49:43.667,3.8012,0.1396,OK
58,2026-08-07T22:49:43.920,3.6124,0.1888,OK
59,2026-08-07T22:49:44.170,3.4217,0.1907,OK
60,2026-08-07T22:49:44.429,11.2118,7.7901,OK
61,2026-08-07T22:49:44.692,23.1802,11.9684,OK
62,2026-08-07T22:49:44.936,16.1937,6.9865,OK
63,2026-08-07T22:49:45.187,16.3439,0.1502,OK
64,2026-08-07T22:49:45.444,22.3706,6.0267,OK
65,2026-08-07T22:49:45.691,18.0369,4.3337,OK
66,2026-08-07T22:49:45.944,18.729,0.6921,OK
